数据时间,分钟温度(℃),分钟湿度(%),分钟气压(hPa),分钟风速(m/s),分钟风向(°),分钟降雨量(mm),2分风速(m/s),2分风向（°）,10分风速(m/s),10分风向(°),小时风速(m/s),小时风向(°),小时温度(℃),小时湿度(%),小时气压(hPa),小时降雨(mm),风传感器状态(0表正常),温湿度传感器状态(0表正常),气压传感器状态(0表正常),雨传感器状态(0表正常),系统电池电压(V),系统机箱温度(℃),
2023-06-07 00:00:00,23.26,72.86,948.64,1.69,234.00,0.00,1.69,46.00,2.17,50.00,2.31,50.00,23.35,72.67,896.27,0.00,0,0,0,0,12.67,24.68;
2023-06-07 00:01:00,23.26,72.82,948.63,1.81,234.00,0.00,1.81,42.00,2.15,49.00,2.27,49.00,23.35,72.66,896.27,0.00,0,0,0,0,12.68,24.68;
2023-06-07 00:02:00,23.26,72.83,948.64,1.83,234.00,0.00,1.83,42.00,2.13,49.00,2.23,48.00,23.35,72.66,896.27,0.00,0,0,0,0,12.72,24.65;
2023-06-07 00:03:00,23.26,72.86,948.64,1.75,234.00,0.00,1.75,41.00,2.12,48.00,2.19,48.00,23.34,72.65,896.27,0.00,0,0,0,0,12.69,24.60;
2023-06-07 00:04:00,23.24,72.88,948.65,1.75,234.00,0.00,1.75,41.00,2.12,47.00,2.16,47.00,23.34,72.65,896.27,0.00,0,0,0,0,12.71,24.57;
2023-06-07 00:05:00,23.25,72.90,948.66,1.72,234.00,0.00,1.72,42.00,2.11,47.00,2.14,47.00,23.33,72.65,896.27,0.00,0,0,0,0,12.71,24.64;
2023-06-07 00:06:00,23.25,72.94,948.67,1.78,234.00,0.00,1.78,45.00,2.08,47.00,2.11,47.00,23.33,72.66,896.28,0.00,0,0,0,0,12.70,24.62;
2023-06-07 00:07:00,23.24,72.97,948.67,1.75,234.00,0.00,1.75,47.00,2.04,47.00,2.07,47.00,23.33,72.67,896.28,0.00,0,0,0,0,12.69,24.59;
2023-06-07 00:08:00,23.24,73.01,948.68,1.67,234.00,0.00,1.67,51.00,2.02,47.00,2.05,47.00,23.32,72.69,896.28,0.00,0,0,0,0,12.69,24.56;
2023-06-07 00:09:00,23.22,73.03,792.07,1.77,234.00,0.00,1.77,53.00,1.99,48.00,2.04,48.00,23.32,72.71,885.84,0.00,0,0,0,0,12.68,24.55;
2023-06-07 00:10:00,23.22,73.08,634.13,1.92,234.00,0.00,1.92,55.00,1.96,48.00,2.04,48.00,23.31,72.74,875.31,0.00,0,0,0,0,12.73,24.58;
2023-06-07 00:11:00,23.23,73.15,632.97,1.94,234.00,0.00,1.94,57.00,1.92,49.00,2.03,49.00,23.31,72.77,864.79,0.00,0,0,0,0,12.74,24.52;
2023-06-07 00:12:00,23.25,73.20,633.31,1.90,234.00,0.00,1.90,57.00,1.91,49.00,2.02,49.00,23.31,72.79,854.28,0.00,0,0,0,0,12.68,24.57;
2023-06-07 00:13:00,23.26,73.21,791.11,1.91,234.00,0.00,1.91,58.00,1.89,50.00,2.02,50.00,23.30,72.83,854.29,0.00,0,0,0,0,12.70,24.55;
2023-06-07 00:14:00,23.26,73.26,948.73,1.87,234.00,0.00,1.87,58.00,1.88,50.00,2.02,50.00,23.29,72.86,854.29,0.00,0,0,0,0,12.69,24.56;
2023-06-07 00:15:00,23.25,73.31,948.73,1.85,234.00,0.00,1.85,58.00,1.86,51.00,2.02,51.00,23.29,72.90,854.29,0.00,0,0,0,0,12.70,24.55;
2023-06-07 00:16:00,23.25,73.33,948.73,1.86,234.00,0.00,1.86,58.00,1.84,51.00,2.00,52.00,23.28,72.93,854.29,0.00,0,0,0,0,12.72,24.52;
2023-06-07 00:17:00,23.23,73.36,948.72,1.84,234.00,0.00,1.84,58.00,1.82,52.00,1.98,52.00,23.27,72.96,854.29,0.00,0,0,0,0,12.73,24.52;
2023-06-07 00:18:00,23.21,73.40,948.71,1.84,234.00,0.00,1.84,58.00,1.81,52.00,1.97,52.00,23.26,72.99,854.30,0.00,0,0,0,0,12.73,24.57;
2023-06-07 00:19:00,23.21,73.46,948.71,1.84,234.00,0.00,1.84,57.00,1.82,52.00,1.95,53.00,23.26,73.02,854.30,0.00,0,0,0,0,12.67,24.56;
2023-06-07 00:20:00,23.22,73.52,948.71,1.93,233.00,0.00,1.93,58.00,1.83,53.00,1.93,53.00,23.25,73.05,854.30,0.00,0,0,0,0,12.70,24.56;
2023-06-07 00:21:00,23.24,73.55,948.71,1.99,233.00,0.00,1.99,57.00,1.84,52.00,1.91,52.00,23.25,73.07,854.30,0.00,0,0,0,0,12.73,24.57;
2023-06-07 00:22:00,23.27,73.58,948.73,1.95,233.00,0.00,1.95,55.00,1.84,52.00,1.90,52.00,23.25,73.10,854.31,0.00,0,0,0,0,12.73,24.52;
2023-06-07 00:23:00,23.29,73.60,791.45,1.90,233.00,0.00,1.90,53.00,1.85,52.00,1.89,52.00,23.25,73.13,843.82,0.00,0,0,0,0,12.70,24.46;
2023-06-07 00:24:00,23.30,73.60,634.34,1.78,233.00,0.00,1.78,51.00,1.85,52.00,1.87,52.00,23.25,73.15,843.81,0.00,0,0,0,0,12.68,24.50;
2023-06-07 00:25:00,23.30,73.64,634.68,1.85,233.00,0.00,1.85,51.00,1.86,52.00,1.87,52.00,23.25,73.18,843.82,0.00,0,0,0,0,12.73,24.47;
2023-06-07 00:26:00,23.28,73.75,634.85,1.99,233.00,0.00,1.99,52.00,1.87,52.00,1.86,52.00,23.25,73.21,843.83,0.00,0,0,0,0,12.68,24.49;
2023-06-07 00:27:00,23.26,73.83,635.02,2.11,233.00,0.00,2.11,54.00,1.90,52.00,1.86,52.00,23.25,73.24,843.86,0.00,0,0,0,0,12.70,24.46;
2023-06-07 00:28:00,23.23,73.89,791.98,2.10,233.00,0.00,2.10,54.00,1.91,52.00,1.86,52.00,23.25,73.27,854.37,0.00,0,0,0,0,12.73,24.42;
2023-06-07 00:29:00,23.22,73.92,948.78,2.01,233.00,0.00,2.01,54.00,1.92,52.00,1.87,52.00,23.25,73.31,854.37,0.00,0,0,0,0,12.69,24.51;
2023-06-07 00:30:00,23.23,73.98,948.77,2.16,233.00,0.00,2.16,54.00,1.94,53.00,1.89,53.00,23.25,73.35,854.37,0.00,0,0,0,0,12.68,24.51;
2023-06-07 00:31:00,23.24,74.05,948.75,2.33,233.00,0.00,2.33,54.00,1.96,53.00,1.90,54.00,23.25,73.39,854.38,0.00,0,0,0,0,12.72,24.51;
2023-06-07 00:32:00,23.25,74.10,948.74,2.43,233.00,0.00,2.43,56.00,1.99,54.00,1.93,54.00,23.25,73.43,854.38,0.00,0,0,0,0,12.69,24.46;
2023-06-07 00:33:00,23.24,74.14,948.73,2.56,233.00,0.00,2.56,58.00,2.03,55.00,1.96,55.00,23.25,73.47,854.38,0.00,0,0,0,0,12.69,24.48;
2023-06-07 00:34:00,23.25,74.19,948.73,2.63,233.00,0.00,2.63,59.00,2.07,55.00,1.99,55.00,23.25,73.52,854.39,0.00,0,0,0,0,12.74,24.45;
2023-06-07 00:35:00,23.25,74.25,948.73,2.55,233.00,0.00,2.55,60.00,2.10,56.00,2.01,56.00,23.25,73.57,854.39,0.00,0,0,0,0,12.69,24.46;
2023-06-07 00:36:00,23.25,74.29,948.73,2.52,233.00,0.00,2.52,60.00,2.13,56.00,2.04,56.00,23.25,73.61,854.39,0.00,0,0,0,0,12.72,24.39;
2023-06-07 00:37:00,23.26,74.31,790.77,2.55,233.00,0.00,2.55,60.00,2.17,56.00,2.07,56.00,23.25,73.65,843.86,0.00,0,0,0,0,12.70,24.38;
2023-06-07 00:38:00,23.25,74.33,632.81,2.63,233.00,0.00,2.63,59.00,2.21,56.00,2.10,56.00,23.25,73.70,833.33,0.00,0,0,0,0,12.72,24.43;
2023-06-07 00:39:00,23.20,74.36,632.64,2.82,233.00,0.00,2.82,60.00,2.27,57.00,2.14,57.00,23.25,73.74,833.23,0.00,0,0,0,0,12.73,24.47;
2023-06-07 00:40:00,23.17,74.46,633.80,3.10,233.00,0.00,3.10,61.00,2.33,57.00,2.18,57.00,23.24,73.79,833.31,0.00,0,0,0,0,12.71,24.44;
2023-06-07 00:41:00,23.21,74.57,633.80,3.19,233.00,0.00,3.19,63.00,2.39,57.00,2.22,57.00,23.24,73.84,833.29,0.00,0,0,0,0,12.74,24.39;
2023-06-07 00:42:00,23.24,74.62,790.59,2.88,233.00,0.00,2.88,66.00,2.42,58.00,2.24,58.00,23.24,73.89,843.79,0.00,0,0,0,0,12.71,24.36;
2023-06-07 00:43:00,23.26,74.63,948.72,2.83,233.00,0.00,2.83,68.00,2.48,58.00,2.28,58.00,23.24,73.93,843.79,0.00,0,0,0,0,12.69,24.42;
2023-06-07 00:44:00,23.24,74.68,948.72,2.84,233.00,0.00,2.84,67.00,2.53,58.00,2.31,58.00,23.24,73.98,843.79,0.00,0,0,0,0,12.74,24.46;
2023-06-07 00:45:00,23.22,74.74,948.73,2.55,233.00,0.00,2.55,65.00,2.55,58.00,2.33,58.00,23.24,74.03,843.79,0.00,0,0,0,0,12.69,24.46;
2023-06-07 00:46:00,23.16,74.71,948.73,2.56,233.00,0.00,2.56,64.00,2.59,58.00,2.36,58.00,23.24,74.07,843.79,0.00,0,0,0,0,12.68,24.46;
2023-06-07 00:47:00,23.14,74.73,948.72,2.56,233.00,0.00,2.56,61.00,2.60,59.00,2.38,59.00,23.24,74.12,843.79,0.00,0,0,0,0,12.70,24.49;
2023-06-07 00:48:00,23.15,74.75,948.72,2.41,233.00,0.00,2.41,59.00,2.62,58.00,2.39,58.00,23.23,74.16,843.79,0.00,0,0,0,0,12.69,24.41;
2023-06-07 00:49:00,23.13,74.75,948.71,2.44,233.00,0.00,2.44,57.00,2.64,58.00,2.42,58.00,23.23,74.21,843.79,0.00,0,0,0,0,12.69,24.43;
2023-06-07 00:50:00,23.12,74.79,948.71,2.47,233.00,0.00,2.47,55.00,2.65,58.00,2.43,58.00,23.23,74.25,843.79,0.00,0,0,0,0,12.74,24.42;
2023-06-07 00:51:00,23.12,74.80,948.70,2.38,233.00,0.00,2.38,53.00,2.64,58.00,2.44,58.00,23.22,74.29,843.79,0.00,0,0,0,0,12.72,24.43;
2023-06-07 00:52:00,23.18,74.77,790.58,2.37,233.00,0.00,2.37,53.00,2.64,58.00,2.46,58.00,23.22,74.33,833.25,0.00,0,0,0,0,12.67,24.37;
2023-06-07 00:53:00,23.19,74.78,632.47,2.36,233.00,0.00,2.36,54.00,2.62,58.00,2.47,58.00,23.22,74.37,833.20,0.00,0,0,0,0,12.69,24.44;
2023-06-07 00:54:00,23.11,74.82,633.97,2.34,233.00,0.00,2.34,54.00,2.61,58.00,2.49,58.00,23.21,74.41,833.23,0.00,0,0,0,0,12.68,24.41;
2023-06-07 00:56:00,23.10,74.88,635.46,2.47,233.00,0.00,2.47,54.00,2.61,58.00,2.52,58.00,23.20,74.47,833.25,0.00,0,0,0,0,12.73,24.39;
2023-06-07 00:57:00,23.15,74.88,635.46,2.44,233.00,0.00,2.44,55.00,2.61,59.00,2.53,59.00,23.19,74.51,833.27,0.00,0,0,0,0,12.74,24.44;
2023-06-07 00:58:00,23.15,74.84,792.06,2.44,233.00,0.00,2.44,56.00,2.59,59.00,2.54,59.00,23.19,74.54,843.72,0.00,0,0,0,0,12.70,24.44;
2023-06-07 00:59:00,23.20,74.85,948.67,2.36,233.00,0.00,2.36,57.00,2.57,59.00,2.55,59.00,23.19,74.57,843.71,0.00,0,0,0,0,12.72,24.38;
2023-06-07 01:00:00,23.25,74.84,948.67,2.29,233.00,0.00,2.29,59.00,2.52,59.00,2.56,59.00,23.19,74.60,843.71,0.00,0,0,0,0,12.69,24.45;
2023-06-07 01:01:00,23.23,74.81,948.66,2.19,233.00,0.00,2.19,60.00,2.46,59.00,2.55,59.00,23.19,74.62,843.71,0.00,0,0,0,0,12.73,24.46;
2023-06-07 01:02:00,23.19,74.81,948.64,2.17,233.00,0.00,2.17,63.00,2.43,60.00,2.54,60.00,23.19,74.64,843.70,0.00,0,0,0,0,12.72,24.44;
2023-06-07 01:03:00,23.15,74.81,948.62,2.25,233.00,0.00,2.25,65.00,2.40,60.00,2.53,60.00,23.19,74.67,843.70,0.00,0,0,0,0,12.69,24.36;
2023-06-07 01:04:00,23.17,74.84,948.60,2.24,233.00,0.00,2.24,68.00,2.37,60.00,2.51,60.00,23.18,74.69,843.69,0.00,0,0,0,0,12.72,24.40;
2023-06-07 01:05:00,23.13,74.93,948.59,2.19,233.00,0.00,2.19,71.00,2.36,61.00,2.51,61.00,23.18,74.71,843.69,0.00,0,0,0,0,12.68,24.41;
2023-06-07 01:06:00,23.05,75.04,948.58,2.26,232.00,0.00,2.26,73.00,2.35,61.00,2.50,61.00,23.17,74.74,843.68,0.00,0,0,0,0,12.70,24.41;
2023-06-07 01:07:00,23.06,75.12,948.56,2.37,232.00,0.00,2.37,74.00,2.34,62.00,2.49,62.00,23.17,74.77,843.68,0.00,0,0,0,0,12.74,24.28;
2023-06-07 01:08:00,23.03,75.17,791.29,2.39,232.00,0.00,2.39,76.00,2.33,62.00,2.48,63.00,23.16,74.80,843.72,0.00,0,0,0,0,12.68,24.34;
2023-06-07 01:09:00,22.99,75.23,633.69,2.34,232.00,0.00,2.34,76.00,2.34,63.00,2.47,63.00,23.15,74.83,843.74,0.00,0,0,0,0,12.69,24.35;
2023-06-07 01:10:00,23.01,75.29,633.35,2.37,232.00,0.00,2.37,77.00,2.33,64.00,2.44,63.00,23.15,74.85,843.77,0.00,0,0,0,0,12.68,24.28;
2023-06-07 01:11:00,22.97,75.34,633.18,2.40,232.00,0.00,2.40,77.00,2.33,64.00,2.41,64.00,23.14,74.88,843.70,0.00,0,0,0,0,12.68,24.26;
2023-06-07 01:12:00,22.93,75.41,790.77,2.28,232.00,0.00,2.28,77.00,2.32,64.00,2.39,64.00,23.12,74.91,854.23,0.00,0,0,0,0,12.69,24.32;
2023-06-07 01:13:00,22.92,75.45,948.52,2.20,232.00,0.00,2.20,77.00,2.31,64.00,2.37,64.00,23.11,74.94,854.22,0.00,0,0,0,0,12.70,24.27;
2023-06-07 01:14:00,22.91,75.50,948.52,2.23,232.00,0.00,2.23,76.00,2.31,65.00,2.35,65.00,23.10,74.96,854.22,0.00,0,0,0,0,12.68,24.27;
